ds,total,total/State 1,total/State 1/Zone P,total/State 1/Zone Q,total/State 1/Zone R,total/State 2,total/State 2/Zone P,total/State 2/Zone Q,total/State 2/Zone R,total/State 3,total/State 3/Zone P,total/State 3/Zone Q,total/State 3/Zone R
2023-06-30,43624.64878478586,13815.73803295135,4396.952537731521,4682.5124628123995,4736.273032407433,19375.661880171014,6244.564337348103,6636.13232656855,6494.965216254354,10433.248871663503,3638.5444145144206,3642.7795239048614,3151.924933244217
2023-07-01,45962.968862849004,14577.330094639909,4584.698601104815,4926.72781238015,5065.903681154948,20093.87389728638,6677.917360954606,6690.397573814661,6725.558962517108,11291.764870922714,3822.350399240689,3693.545994122252,3775.868477559772
2023-07-02,49487.4064569301,14916.629584901417,4898.025969887209,5259.759088963953,4758.84452605026,21603.318442394375,6532.74542465061,8047.985307936891,7022.587709806862,12967.458429634313,4403.192688871563,4169.829984987125,4394.435755775621
2023-07-03,35346.248498336354,10487.364296475129,3107.9619122197514,3614.0045270371525,3765.397857218228,15747.839660736065,5376.400651843042,5242.919704706227,5128.519304186793,9111.044541125159,3198.712292413585,2687.2465589893677,3225.0856897222056
2023-07-04,41767.662873501504,12952.55784477647,4126.860336409504,4632.425182008904,4193.272326358062,18504.20301025026,5675.226039837071,7100.155227451122,5728.82174296207,10310.902018474771,3485.184447288278,3366.864694012967,3458.8528771735255
2023-07-05,42896.26871928096,12994.02816205471,3762.959466320558,4842.970888785969,4388.097806948186,19024.538992935995,6209.648442350319,6142.3343933916,6672.556157194071,10877.701564290262,3570.997472308077,3549.8236615162946,3756.8804304658865
2023-07-06,40702.10602627764,12456.078080900357,3806.8905998532337,4403.151429759267,4246.036051287861,17738.486113041283,5835.560010424073,5983.209353911882,5919.716748705322,10507.541832336012,3421.446991024825,3625.653470495628,3460.441370815554
2023-07-07,42954.59506383395,12705.111469225412,4081.126474753121,4504.294098876824,4119.6908955954705,19459.70922181665,6138.0764203017625,6904.784408556865,6416.848392958014,10789.774372791893,3656.421470685188,3631.6315859705614,3501.7213161361433
2023-07-08,50056.422645017396,15740.144098992936,5107.777982552136,5323.503241004791,5308.862875436016,21674.44886789471,7337.806246629395,7404.136179323409,6932.506441941895,12641.829678129767,4190.555100882054,4262.362918413636,4188.911658834074
2023-07-09,49076.04118308055,14247.905514269329,4752.3140448376,4836.297725667008,4659.293743764725,21974.810905132563,7149.959576306162,7906.555815020232,6918.29551380616,12853.32476367866,4197.339133504342,4237.2273039617385,4418.758326212577
2023-07-10,38642.4732653283,11521.440631414735,3631.5309274757014,3893.120912562001,3996.788791377034,17932.775609320262,6228.147561723665,5989.813981966679,5714.814065629914,9188.2570245933,2986.2410294477386,3067.3909848662165,3134.6250102793438
2023-07-11,39733.44081307249,12183.275490990653,3903.4531295305887,4208.739005934186,4071.083355525881,18259.996202109116,5904.677302879079,6356.334467444703,5998.984431785329,9290.169119972725,2941.3260269029893,2874.140043034586,3474.703050035147
2023-07-12,42734.897143210605,13813.892881558158,4256.586928356213,4812.5947596658925,4744.711193536055,18940.247348551453,6728.352875490529,6312.990816320385,5898.903656740528,9980.756913101004,3257.7634578014113,3194.5798290246194,3528.41362627497
